target_family,source_or_model,temperature_C,species_or_property,metric,threshold,actual_value,passes,claim_allowed,failure_reason,recommended_manuscript_use,target_role
pressure,neutral_epcsaft_parity,120,CO2_pressure,median_abs_log10_error,pass if AAD_percent <= 50 OR median_abs_log10_error <= 0.25,0.0784225154364816,true,true,,retained baseline pressure comparison,
pressure,neutral_epcsaft_parity,120,CO2_pressure,RMSE_log10,reported; no independent pass threshold,0.14770033325608736,true,true,,retained baseline pressure comparison,
pressure,neutral_epcsaft_parity,120,CO2_pressure,max_abs_log10_error,reported; no independent pass threshold,0.2869942173550362,true,true,,retained baseline pressure comparison,
pressure,legacy_pcsaft_smith_missen,overall,CO2_pressure,AAD_percent,pass if AAD_percent <= 50 OR median_abs_log10_error <= 0.25,68.97016211492797,true,true,,retained baseline pressure comparison,
pressure,legacy_pcsaft_smith_missen,overall,CO2_pressure,median_abs_log10_error,pass if AAD_percent <= 50 OR median_abs_log10_error <= 0.25,0.1600734139464454,true,true,,retained baseline pressure comparison,
pressure,legacy_pcsaft_smith_missen,overall,CO2_pressure,RMSE_log10,reported; no independent pass threshold,0.297391508659797,true,true,,retained baseline pressure comparison,
pressure,legacy_pcsaft_smith_missen,overall,CO2_pressure,max_abs_log10_error,reported; no independent pass threshold,0.7947721708172915,true,true,,retained baseline pressure comparison,
pressure,neutral_epcsaft_parity,overall,CO2_pressure,AAD_percent,pass if AAD_percent <= 50 OR median_abs_log10_error <= 0.25,68.97014207068584,true,true,,retained baseline pressure comparison,
pressure,neutral_epcsaft_parity,overall,CO2_pressure,median_abs_log10_error,pass if AAD_percent <= 50 OR median_abs_log10_error <= 0.25,0.1600734127619548,true,true,,retained baseline pressure comparison,
pressure,neutral_epcsaft_parity,overall,CO2_pressure,RMSE_log10,reported; no independent pass threshold,0.2973914712125262,true,true,,retained baseline pressure comparison,
pressure,neutral_epcsaft_parity,overall,CO2_pressure,max_abs_log10_error,reported; no independent pass threshold,0.7947717402588347,true,true,,retained baseline pressure comparison,
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,CO2,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.4040421109059405,true,false,trace species is solved and plotted but is not used as major-species validation evidence,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,CO2,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.44858703076437967,true,false,trace species is solved and plotted but is not used as major-species validation evidence,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,CO2,RMSE_log10,reported; no independent pass threshold,0.5171185067294023,true,false,trace species is solved and plotted but is not used as major-species validation evidence,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,CO3^2-,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.3592392673016105,true,false,trace species is solved and plotted but is not used as major-species validation evidence,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,CO3^2-,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.5053332712450707,true,false,trace species is solved and plotted but is not used as major-species validation evidence,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,CO3^2-,RMSE_log10,reported; no independent pass threshold,0.6499082808928891,true,false,trace species is solved and plotted but is not used as major-species validation evidence,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,HCO3-,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.43488959422298756,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,HCO3-,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.5176343970691064,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,HCO3-,RMSE_log10,reported; no independent pass threshold,0.6603751747471172,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEA,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.049362282346974505,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEA,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.09814573012790494,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEA,RMSE_log10,reported; no independent pass threshold,0.18369667417086666,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEA + MEAH+,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.007384037981810759,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEA + MEAH+,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.01643202558540485,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEA + MEAH+,RMSE_log10,reported; no independent pass threshold,0.024872756718238444,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEACOO-,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.025595932485540582,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEACOO-,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.041373026352125565,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEACOO-,RMSE_log10,reported; no independent pass threshold,0.07211635014765816,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEAH+,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.04130042455100311,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEAH+,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.057377270782089505,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,20.0,MEAH+,RMSE_log10,reported; no independent pass threshold,0.07089578665494159,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,CO2,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.7001412722278155,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,CO2,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.7001412722278155,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,CO2,RMSE_log10,reported; no independent pass threshold,0.7002755854357435,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,CO3^2-,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.6070223694017871,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,CO3^2-,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.6508687503828842,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,CO3^2-,RMSE_log10,reported; no independent pass threshold,0.7608425626656194,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,HCO3-,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.079816058947349,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,HCO3-,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.14500700494860758,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,HCO3-,RMSE_log10,reported; no independent pass threshold,0.23962942361412679,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEA,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.13129501412554936,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEA,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.2228580097123593,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEA,RMSE_log10,reported; no independent pass threshold,0.34195495749327237,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEA + MEAH+,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.010002387853740769,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEA + MEAH+,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.018737427509045983,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEA + MEAH+,RMSE_log10,reported; no independent pass threshold,0.026913917970502594,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEACOO-,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.032064723961073675,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEACOO-,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.05957806599199957,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEACOO-,RMSE_log10,reported; no independent pass threshold,0.08622947629278234,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEAH+,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.0808576163925073,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEAH+,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.11147428919793248,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,40.0,MEAH+,RMSE_log10,reported; no independent pass threshold,0.141386137650707,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,CO2,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.6404215310374801,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,CO2,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.5324384445855249,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,CO2,RMSE_log10,reported; no independent pass threshold,0.5845821857137133,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,CO3^2-,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.5027742226696826,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,CO3^2-,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.5781010108139775,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,CO3^2-,RMSE_log10,reported; no independent pass threshold,0.7075528880362011,false,false,trace species residual gate failed,do not cite as major validated species evidence,trace_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,HCO3-,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.2270277258983724,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,HCO3-,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.40422606033678066,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,HCO3-,RMSE_log10,reported; no independent pass threshold,0.5664336089646317,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEA,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.05474052974914947,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEA,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.12665139403292305,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEA,RMSE_log10,reported; no independent pass threshold,0.2296933472743058,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEA + MEAH+,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.008659195019062529,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEA + MEAH+,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.017238916258679245,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEA + MEAH+,RMSE_log10,reported; no independent pass threshold,0.025605678287834298,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEACOO-,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.029223668854009135,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEACOO-,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.047744790226081454,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEACOO-,RMSE_log10,reported; no independent pass threshold,0.07734941549040555,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEAH+,median_abs_log10_error,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.04402188947053536,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEAH+,mae_log10,median_abs_log10_error <= 0.50 AND mae_log10 <= 0.75,0.06974230356285362,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,MEAH+,RMSE_log10,reported; no independent pass threshold,0.0919049289249802,true,true,,major-species retained baseline comparison,major_fit_or_validation_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,H3O+,not_evaluated,no direct observed Phase 1 reference data in current target table,,false,false,explicitly solved and plotted but not directly observed in Phase 1 reference rows,plot as equilibrium trace curve only; do not cite as observed validation evidence,explicitly_solved_unobserved_species
speciation,explicit_ideal_nine_species_smith_missen_solver,overall,OH-,not_evaluated,no direct observed Phase 1 reference data in current target table,,false,false,explicitly solved and plotted but not directly observed in Phase 1 reference rows,plot as equilibrium trace curve only; do not cite as observed validation evidence,explicitly_solved_unobserved_species
