source_key,source_file,source_row,active_view_member,active_row_id,lifecycle_status,disposition_reason
Aronu2011,Aronu_2011_VLE.csv,42,yes,vle_0009,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,43,yes,vle_0010,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,44,yes,vle_0011,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,45,yes,vle_0012,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,46,yes,vle_0013,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,47,yes,vle_0014,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,48,yes,vle_0015,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,49,yes,vle_0016,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,50,yes,vle_0017,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,51,yes,vle_0060,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,52,yes,vle_0061,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,53,yes,vle_0062,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,54,yes,vle_0063,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,55,yes,vle_0064,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,56,yes,vle_0065,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,57,yes,vle_0066,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,58,yes,vle_0067,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,59,yes,vle_0068,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,60,yes,vle_0083,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,61,yes,vle_0084,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,62,yes,vle_0085,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,63,yes,vle_0086,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,64,yes,vle_0087,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,65,yes,vle_0088,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,66,yes,vle_0089,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,67,yes,vle_0090,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,68,yes,vle_0091,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,69,yes,vle_0092,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Aronu2011,Aronu_2011_VLE.csv,70,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,71,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,72,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,73,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,74,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,75,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,76,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,77,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,78,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,79,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,80,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,81,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,82,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,83,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,84,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,85,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,86,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,87,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,88,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,89,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,90,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,91,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,92,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,93,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,94,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,95,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,96,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,97,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,98,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,99,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,100,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,101,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,102,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,103,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,104,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,105,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Aronu2011,Aronu_2011_VLE.csv,106,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,1,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,2,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,3,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,4,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,5,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,6,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,7,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,8,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,9,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,10,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,11,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,12,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,13,yes,vle_0018,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,14,yes,vle_0019,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,15,yes,vle_0020,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,16,yes,vle_0021,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,17,yes,vle_0022,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,18,yes,vle_0023,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,19,yes,vle_0024,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,20,yes,vle_0025,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,21,yes,vle_0026,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,22,yes,vle_0027,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,23,yes,vle_0028,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,24,yes,vle_0029,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,25,yes,vle_0030,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,26,yes,vle_0031,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,27,yes,vle_0032,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,28,yes,vle_0033,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,29,yes,vle_0034,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,30,yes,vle_0035,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,31,yes,vle_0036,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,32,yes,vle_0037,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,33,yes,vle_0038,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,34,yes,vle_0039,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,35,yes,vle_0040,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,36,yes,vle_0041,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,37,yes,vle_0069,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,38,yes,vle_0070,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,39,yes,vle_0071,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,40,yes,vle_0072,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,41,yes,vle_0073,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,42,yes,vle_0074,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Hilliard2008,Hilliard_2008_VLE.csv,43,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,44,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,45,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,46,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,47,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,48,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,49,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,50,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,51,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,52,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,53,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,54,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Hilliard2008,Hilliard_2008_VLE.csv,55,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.
Idris2014,Idris_2014_VLE.csv,1,yes,vle_0042,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Idris2014,Idris_2014_VLE.csv,2,yes,vle_0043,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Idris2014,Idris_2014_VLE.csv,3,yes,vle_0044,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Idris2014,Idris_2014_VLE.csv,4,yes,vle_0045,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Idris2014,Idris_2014_VLE.csv,5,yes,vle_0046,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Idris2014,Idris_2014_VLE.csv,6,yes,vle_0047,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Idris2014,Idris_2014_VLE.csv,7,yes,vle_0048,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Idris2014,Idris_2014_VLE.csv,8,yes,vle_0049,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Idris2014,Idris_2014_VLE.csv,9,yes,vle_0050,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Idris2014,Idris_2014_VLE.csv,10,yes,vle_0051,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,1,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,2,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,3,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,4,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,5,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,6,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,7,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,8,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,9,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,10,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,11,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,12,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,13,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,14,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,15,yes,vle_0052,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,16,yes,vle_0053,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,17,yes,vle_0054,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,18,yes,vle_0055,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,19,yes,vle_0056,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,20,yes,vle_0057,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,21,yes,vle_0058,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,22,yes,vle_0059,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,23,yes,vle_0075,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,24,yes,vle_0076,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,25,yes,vle_0077,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,26,yes,vle_0078,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,27,yes,vle_0079,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,28,yes,vle_0080,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,29,yes,vle_0081,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,30,yes,vle_0082,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,31,yes,vle_0093,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,32,yes,vle_0094,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,33,yes,vle_0095,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,34,yes,vle_0096,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,35,yes,vle_0097,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,36,yes,vle_0098,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,37,yes,vle_0099,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,38,yes,vle_0100,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
